OBJECTID,COD_VOLCAD,A├æO,FECHA,EVENTO_SIR,COD_SIGAU,COD_ESPEC,NOMBRE_COM,DAP,H,DC,AC,AI,PPT,VV,EM_COD,ESPACIO,LOC_COD,LOC_NOM,BARRIO,X,Y,mes,nombre_mes
1038,V1038,2016,2016-06-19,3988183,NO REGISTRA,159,Pino,0.4,20.0,0.0,0.0,0,0.2,3.5,U9,PUBLICO,11,SUBA,LOMBARDIA III,-74.093634873,4.751741116,6.0,June
1039,V1039,2016,2016-06-19,3988172,NO REGISTRA,25,Acacia japonesa,0.21,6.0,0.0,0.0,0,0.2,3.3,U11,PUBLICO,6,TUNJUELITO,NUEVO MUZO II SECTOR I ETAPA,-74.144567992,4.58665396,6.0,June
1040,V1040,2016,2016-06-20,3989071,NO REGISTRA,26,"Acacia negra, gris",1.45,12.0,0.0,0.0,0,1.6,3.4,L3,PRIVADO,11,SUBA,ARBOLEDA LA CAMPINA,-74.092386401,4.749770497,6.0,June
1041,V1041,2016,2016-06-20,3989071,NO REGISTRA,159,Pino,0.97,15.0,0.0,0.0,0,1.6,3.4,L3,PRIVADO,11,SUBA,ARBOLEDA LA CAMPINA,-74.092386401,4.749770497,6.0,June
1042,V1042,2016,2016-06-20,3989071,NO REGISTRA,159,Pino,1.1,15.0,0.0,0.0,0,1.6,3.4,L3,PRIVADO,11,SUBA,ARBOLEDA LA CAMPINA,-74.092386401,4.749770497,6.0,June
1043,V1043,2016,2016-06-21,3990629,04010803000451,4,Pino candelabro,0.68,15.0,6.5,5.61511004,5,1.8,5.1,U13,PUBLICO,4,SAN CRISTOBAL,PARQUE URBANO SAN CRISTOBAL,-74.083046937,4.57453089,6.0,June
1044,V1044,2016,2016-06-21,3990692,04010502000062,37,Caucho sabanero,0.48,10.0,4.0,3.36649477,2,2.1,4.5,L2,PUBLICO,4,SAN CRISTOBAL,VILLA DE LOS ALPES,-74.098271104,4.562702287,6.0,June
1045,V1045,2016,2016-06-21,3990897,03020501000318,336,Cerezo,0.38,10.0,3.7,4.39875541,12,2.1,4.2,H2,PUBLICO,3,SANTA FE,LA PENA,-74.068132903,4.588696747,6.0,June
1046,V1046,2016,2016-06-21,NO REGISTRA,NO REGISTRA,119,Acacia,0.0,0.0,0.0,0.0,0,0.2,3.9,L2,PUBLICO,9,FONTIBON,CARLOS LLERAS RESTREPO,-74.114891801,4.658061318,6.0,June
1047,V1047,2016,2016-06-22,3393658,13010201000060,118,Acacia morada,0.35,12.0,0.0,0.0,0,0.3,4.4,L3,PUBLICO,13,TEUSAQUILLO,CIUDAD SALITRE SPMZ IV - 1-2-4-5-7-8,-74.10644038,4.646815464,6.0,June
1048,V1048,2016,2016-06-22,3393658,13010201000059,118,Acacia morada,0.35,8.0,0.0,0.0,0,0.3,4.4,L3,PUBLICO,13,TEUSAQUILLO,CIUDAD SALITRE SPMZ IV - 1-2-4-5-7-8,-74.106493417,4.646792037,6.0,June
1049,V1049,2016,2016-06-23,3995202,13011204000027,125,Caucho benjamin,0.45,8.0,0.0,0.0,0,0.1,3.0,U11,PUBLICO,13,TEUSAQUILLO,URBANIZACION PAULO VI  I Y II ETAPA,-74.086177774,4.650954176,6.0,June
1050,V1050,2016,2016-06-24,3998461,02020503000187,26,"Acacia negra, gris",0.35,10.0,4.8,2.53956869,16,1.2,3.2,U13,PUBLICO,2,CHAPINERO,BARRIO EL RETIRO,-74.048226714,4.664564266,6.0,June
1051,V1051,2016,2016-06-24,3998440,11012501002773,50,Alcaparro doble,0.73,9.0,7.8,2.12434847,6,4.3,3.6,L3,PUBLICO,11,SUBA,SOTAVENTO (CAMPOS DEL SILENCIO),-74.055349615,4.743575646,6.0,June
1052,V1052,2016,2016-06-26,4002052,NO REGISTRA,94,Sauco,0.8,7.0,0.0,0.0,0,1.3,3.2,U14,PRIVADO,1,USAQUEN,ESTACION DE POLICIA XVI,-74.026557997,4.741809559,6.0,June
1053,V1053,2016,2016-06-28,4005757,NO REGISTRA,13,Eucalipto comun,1.0,25.0,0.0,0.0,0,0.6,2.3,U11,PRIVADO,4,SAN CRISTOBAL,BARRIO GRANADA SUR,-74.092976418,4.571019739,6.0,June
1054,V1054,2016,2016-07-07,4021362,11011002001235,118,Acacia morada,0.89,10.0,5.6,8.52832999,2,0.0,3.8,P1,PUBLICO,11,SUBA,URBANIZACION SEGOVIA,-74.069276326,4.727995788,7.0,July
1055,V1055,2016,2016-07-07,4021984,10011302000710,37,Caucho sabanero,0.31,11.0,5.32,4.66307658,2,0.0,4.1,U11,PUBLICO,10,ENGATIVA,GARCES NAVAS,-74.118455281,4.707285108,7.0,July
1056,V1056,2016,2016-07-08,4023215,08012102000075,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.44,8.0,7.3,4.35324809,6,0.0,2.4,U13,PUBLICO,8,KENNEDY,URBANIZACION SANTA CATALINA,-74.155658554,4.605666842,7.0,July
1057,V1057,2016,2016-07-08,4023352,16010101000091,37,Caucho sabanero,0.44,8.0,0.0,0.0,0,0.1,3.3,U4,PUBLICO,9,FONTIBON,BARRIO GRANJAS DE TECHO,-74.114942426,4.640663974,7.0,July
1058,V1058,2016,2016-07-08,4023296,16011103000122,37,Caucho sabanero,0.65,10.0,0.0,0.0,0,0.0,3.1,L3,PUBLICO,16,PUENTE ARANDA,URBANIZACION LA COLONIA ORIENTAL,-74.115918603,4.617302215,7.0,July
1059,V1059,2016,2016-07-08,4023454,02020402000059,118,Acacia morada,0.35,6.0,7.5,7.65,13,0.0,2.2,U11,PUBLICO,2,CHAPINERO,URBANIZACION LAS ACACIAS,-74.051586321,4.652487111,7.0,July
1060,V1060,2016,2016-07-09,4025088,NO REGISTRA,26,"Acacia negra, gris",0.65,10.0,0.0,0.0,0,0.0,2.6,U11,PUBLICO,5,USME,VILLA HERMOSA,-74.100502135,4.495909471,7.0,July
1061,V1061,2016,2016-07-09,4025214,06010302000126,37,Caucho sabanero,0.44,8.0,5.8,3.40636229,37,0.0,2.2,U15,PUBLICO,6,TUNJUELITO,COLMOTORES S.A.,-74.142669638,4.58117089,7.0,July
1062,V1062,2016,2016-07-09,4025266,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.2,2.4,U11,PUBLICO,2,CHAPINERO,BARRIO CHAPINERO NORTE,-74.06319155,4.651147745,7.0,July
1063,V1063,2016,2016-07-09,NO REGISTRA,03020202000004,37,Caucho sabanero,0.92,8.0,6.4,7.18671008,8,0.0,2.8,U11,PUBLICO,3,SANTA FE,BARRIO LAS NIEVES,-74.067956918,4.605936397,7.0,July
1064,V1064,2016,2016-07-11,NO REGISTRA,19011703001994,13,Eucalipto comun,1.1,16.0,0.0,0.0,0,0.6,2.8,H3,PUBLICO,19,CIUDAD BOLIVAR,URBANIZACION LA CORUNA,-74.150011247,4.578583158,7.0,July
1065,V1065,2016,2016-07-12,4030852,NO REGISTRA,42,Eugenia,0.0,0.0,0.0,0.0,0,0.0,3.8,U11,PUBLICO,10,ENGATIVA,LOS ANGELES IV,-74.116463286,4.698507736,7.0,July
1066,V1066,2016,2016-07-12,4030972,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,0.0,3.4,P1,PRIVADO,9,FONTIBON,HB ESTRUCTURAS METALICAS S.A,-74.161398404,4.693346159,7.0,July
1067,V1067,2016,2016-07-12,4030972,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,0.0,3.4,P1,PRIVADO,9,FONTIBON,HB ESTRUCTURAS METALICAS S.A,-74.161398404,4.693346159,7.0,July
1068,V1068,2016,2016-07-14,4034582,12020102000362,159,Pino,1.67,21.0,0.0,0.0,0,0.6,3.6,L1,PUBLICO,12,BARRIOS UNIDOS,PARQUE EL LAGO,-74.080771077,4.653747689,7.0,July
1069,V1069,2016,2016-07-14,4035180,01010605000047,49,Sauce lloron,1.2,14.4,10.8,12.17816297,0,1.3,4.9,L2,PUBLICO,1,USAQUEN,NUEVA SANTA BARBARA II SECTOR I ETAPA,-74.044888042,4.701933512,7.0,July
1070,V1070,2016,2016-07-15,4036612,06010502000228,13,Eucalipto comun,0.79,17.0,3.2,8.36245373,3,0.5,3.2,H3,PUBLICO,6,TUNJUELITO,BARRIO EL REDENTOR,-74.149720043,4.578403271,7.0,July
1071,V1071,2016,2016-07-15,4037129,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,1.3,4.3,U4,PUBLICO,9,FONTIBON,LA FELICIDAD,-74.125998603,4.649640702,7.0,July
1072,V1072,2016,2016-07-18,4043249,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.0,3.6,L3,PUBLICO,10,ENGATIVA,VILLA TERESITA,-74.134964925,4.7128774,7.0,July
1073,V1073,2016,2016-07-18,4043454,08010404000169,27,Acacia de jardin,0.49,8.0,9.25,4.96679855,2,1.0,4.2,U13,PUBLICO,8,KENNEDY,FAYETTE LA,-74.133517762,4.649180963,7.0,July
1074,V1074,2016,2016-07-20,4046827,07011104000225,58,Falso pimiento,0.65,8.0,12.26,3.3917985,12,1.5,3.7,L3,PUBLICO,7,BOSA,URBANIZACION PIAMONTE I SECTOR,-74.189948145,4.602913104,7.0,July
1075,V1075,2016,2016-07-21,4048876,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,0.1,2.2,U14,PUBLICO,1,USAQUEN,SANTA BARBARA CENTRAL VIII SECTOR,-74.034145676,4.70345739,7.0,July
1076,V1076,2016,2016-07-23,4052051,11011803001095,345,Cajeto,0.48,5.1196348,4.12,3.01690255,6,0.2,3.9,U13,PUBLICO,11,SUBA,URBANIZACION  CIUDADELA CAFAM,-74.10379404,4.747298176,7.0,July
1077,V1077,2016,2016-07-25,4054345,08011401000316,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.65,5.0,1.12,2.45674239,1,0.0,2.9,U10,PUBLICO,8,KENNEDY,URBANIZACION LA MARGARITA  ETAPA 1A,-74.17762125,4.630993024,7.0,July
1078,V1078,2016,,4066914,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,URBANIZACION LA FRAGUITA,-74.100014392,4.594253226,,
1079,V1079,2016,,4079466,NO REGISTRA,17,Eucalipto,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,11,SUBA,CAMINO VERDE,-74.103390911,4.75940316,,
1080,V1080,2016,,4079466,NO REGISTRA,17,Eucalipto,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,11,SUBA,CAMINO VERDE,-74.103390911,4.75940316,,
1081,V1081,2016,,4079466,NO REGISTRA,17,Eucalipto,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,11,SUBA,CAMINO VERDE,-74.103390911,4.75940316,,
1082,V1082,2016,,4079466,NO REGISTRA,17,Eucalipto,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,11,SUBA,CAMINO VERDE,-74.103390911,4.75940316,,
1083,V1083,2016,,4100334,NO REGISTRA,106,NN,1.15,18.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,16,PUENTE ARANDA,BRASILIA (MARICUTANA),-74.112350278,4.61869557,,
1084,V1084,2016,,4100364,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.0,0.0,U9,PUBLICO,3,SANTA FE,BARRIO LAS NIEVES,-74.070960944,4.607452239,,
1085,V1085,2016,,4100397,NO REGISTRA,159,Pino,0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,4,SAN CRISTOBAL,URBANIZACION GUACAMAYAS,-74.102109507,4.560698295,,
1086,V1086,2016,,4100435,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.0,0.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,4,SAN CRISTOBAL,CALVO SUR,-74.082531295,4.584310516,,
1087,V1087,2016,,4105022,NO REGISTRA,36,"Caucho de la india, caucho",0.0,0.0,0.0,0.0,0,0.0,0.0,U10,PUBLICO,18,RAFAEL URIBE URIBE,"URBANIZACION QUIROGA I, II Y III ETAPA",-74.108221504,4.579155316,,
1088,V1088,2016,,4110775,NO REGISTRA,204,Eucalipto,0.0,0.0,0.0,0.0,0,0.0,0.0,U14,PUBLICO,5,USME,SAN FELIPE,-74.102135021,4.503934892,,
1089,V1089,2016,,4116557,NO REGISTRA,118,Acacia morada,0.39,8.0,0.0,0.0,0,0.0,0.0,L3,PUBLICO,2,CHAPINERO,BARRIO CHICO NORTE III SECTOR,-74.052712105,4.684257116,,
1090,V1090,2016,,NO REGISTRA,NO REGISTRA,119,Acacia,0.0,0.0,0.0,0.0,0,0.0,0.0,U11,PUBLICO,3,SANTA FE,LA MERCED,-74.065793079,4.622264614,,
1091,V1091,2016,,NO REGISTRA,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.0,0.0,U13,PUBLICO,13,TEUSAQUILLO,URBANIZACION LA MAGDALENA,-74.068930044,4.626767396,,
1092,V1092,2016,,4088175,NO REGISTRA,42,Eugenia,0.56,7.5,0.0,0.0,0,0.0,0.0,U14,PUBLICO,1,USAQUEN,CONJUNTO RESIDENCIAL LA PRADERA,-74.039183844,4.749360198,,
1093,V1093,2016,,4104763,NO REGISTRA,159,Pino,0.0,0.0,0.0,0.0,0,0.0,0.0,U11,PUBLICO,14,LOS MARTIRES,COLEGIO SAN FACON,-74.083171822,4.613771608,,
1094,V1094,2016,2016-09-12,4155260,NO REGISTRA,49,Sauce lloron,2.5,20.0,0.0,0.0,0,2.9,4.1,P1,PRIVADO,11,SUBA,URBANIZACION PICADILLY,-74.057176894,4.746272968,9.0,September
1095,V1095,2016,2016-09-12,4121818,NO REGISTRA,106,NN,0.15,1.5,0.0,0.0,0,3.8,2.8,L3,PUBLICO,4,SAN CRISTOBAL,URBANIZACION AYACUCHO SUR,-74.101785523,4.561110755,9.0,September
1096,V1096,2016,2016-09-14,4149337,NO REGISTRA,25,Acacia japonesa,0.22,0.0,0.0,0.0,0,8.2,4.1,P1,PUBLICO,4,SAN CRISTOBAL,CIUDADELA PARQUE  DE LA ROCA,-74.076043331,4.578847595,9.0,September
1097,V1097,2016,2016-09-15,4160166,NO REGISTRA,58,Falso pimiento,0.22,4.0,0.0,0.0,0,0.2,3.3,L3,PUBLICO,12,BARRIOS UNIDOS,URBANIZACION SANTA SOFIA,-74.066938366,4.670970739,9.0,September
1098,V1098,2016,2016-09-16,4164531,NO REGISTRA,106,NN,0.11,0.0,0.0,0.0,0,0.0,4.1,L3,PUBLICO,1,USAQUEN,URBANIZACION CAPRI II SECTOR,-74.033134737,4.727088891,9.0,September
1099,V1099,2016,2016-09-16,4164444,NO REGISTRA,25,Acacia japonesa,0.8,0.0,0.0,0.0,0,0.0,3.7,U13,PUBLICO,11,SUBA,LOS ARRAYANES DE SUBA,-74.099421408,4.758923255,9.0,September
1100,V1100,2016,2016-09-15,4160440,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.55,8.0,0.0,0.0,0,0.2,4.3,L3,PUBLICO,11,SUBA,URBANIZACION TURINGIA II,-74.093169862,4.750541419,9.0,September
1101,V1101,2016,2016-09-14,4152141,NO REGISTRA,94,Sauco,0.6,0.0,0.0,0.0,0,4.3,2.3,P1,PUBLICO,9,FONTIBON,MUELLE INDUSTRIAL II ETAPA,-74.131536682,4.682853633,9.0,September
1102,V1102,2016,2016-09-14,4152141,NO REGISTRA,94,Sauco,0.6,0.0,0.0,0.0,0,4.3,2.3,P1,PUBLICO,9,FONTIBON,MUELLE INDUSTRIAL II ETAPA,-74.131536682,4.682853633,9.0,September
1103,V1103,2016,2016-09-14,4152141,NO REGISTRA,94,Sauco,0.6,0.0,0.0,0.0,0,4.3,2.3,P1,PUBLICO,9,FONTIBON,MUELLE INDUSTRIAL II ETAPA,-74.131536682,4.682853633,9.0,September
1104,V1104,2016,2016-09-14,4100390,NO REGISTRA,106,NN,0.0,0.0,0.0,0.0,0,5.3,3.7,H4,PUBLICO,13,TEUSAQUILLO,SANTA TERESITA,-74.069730371,4.629987783,9.0,September
1105,V1105,2016,2016-09-19,NO REGISTRA,NO REGISTRA,26,"Acacia negra, gris",0.3,0.0,0.0,0.0,0,0.6,2.5,U11,PUBLICO,13,TEUSAQUILLO,TEUSAQUILLO,-74.070927491,4.625514562,9.0,September
1106,V1106,2016,2016-09-16,4164400,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.6,0.0,0.0,0.0,0,0.1,3.6,U4,PUBLICO,11,SUBA,SAN NICOLAS URBANIZACION,-74.072379967,4.699416179,9.0,September
1107,V1107,2016,2016-09-16,NO REGISTRA,NO REGISTRA,3,"Cipres, Pino cipres, Pino",5.0,0.0,0.0,0.0,0,0.1,3.6,H5,PUBLICO,11,SUBA,NIZA SUR I,-74.07443985,4.703199452,9.0,September
1108,V1108,2016,2016-09-16,4162249,NO REGISTRA,94,Sauco,0.3,0.0,0.0,0.0,0,0.1,3.7,U13,PUBLICO,11,SUBA,LAGOS DE CORDOBA - PREDIO SAN RAFEL,-74.070199798,4.703203964,9.0,September
1109,V1109,2016,2016-09-14,4100755,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.0,0.0,0.0,0.0,0,7.8,3.3,P1,PRIVADO,2,CHAPINERO,ARMADA NACIONAL,-74.057838162,4.638906189,9.0,September
1110,V1110,2016,2016-10-02,4189888,NO REGISTRA,94,Sauco,0.8,0.0,0.0,0.0,0,4.0,4.3,L3,PUBLICO,1,USAQUEN,LA CALLEJA,-74.050080868,4.707151626,10.0,October
1111,V1111,2016,2016-09-29,4186210,NO REGISTRA,42,Eugenia,0.0,0.0,0.0,0.0,0,0.4,2.3,U1,PUBLICO,9,FONTIBON,BARRIO CENTRO FONTIBON,-74.14129707,4.676931587,9.0,September
1112,V1112,2016,2016-08-22,4113934,NO REGISTRA,36,"Caucho de la india, caucho",0.7,8.5,0.0,0.0,0,0.1,2.7,L3,PUBLICO,12,BARRIOS UNIDOS,AGRUPACION DE VIVIENDA MODELO II,-74.083309615,4.66507675,8.0,August
1113,V1113,2016,2016-10-12,4214151,NO REGISTRA,26,"Acacia negra, gris",0.3,7.0,0.0,0.0,0,0.8,3.9,U13,PUBLICO,11,SUBA,CONJUNTO RESIDENCIAL LA ARBOLEDA,-74.076010702,4.731461572,10.0,October
1114,V1114,2016,2016-10-12,NO REGISTRA,NO REGISTRA,336,Cerezo,0.18,4.0,0.0,0.0,0,2.2,4.1,U14,PUBLICO,3,SANTA FE,BARRIO SANTA BARBARA,-74.077251305,4.589972227,10.0,October
1115,V1115,2016,2016-10-15,4219186,NO REGISTRA,36,"Caucho de la india, caucho",0.9,0.0,0.0,0.0,0,0.2,3.0,U13,PUBLICO,13,TEUSAQUILLO,SAN LUIS SECTOR ORIENTAL,-74.068977225,4.646489557,10.0,October
1116,V1116,2016,2016-10-29,4250925,NO REGISTRA,79,"Chicala, chirlobirlo, flor amarillo",0.6,0.0,0.0,0.0,0,1.2,2.2,L3,PUBLICO,3,SANTA FE,URBANIZACION SAN DIEGO,-74.066346847,4.609967912,10.0,October
1117,V1117,2016,2016-10-29,4249893,NO REGISTRA,15,Eucalipto plateado,0.3,0.0,0.0,0.0,0,1.6,2.8,L2,PUBLICO,1,USAQUEN,SANTA BARBARA CENTRAL II SECTOR,-74.039149635,4.692602847,10.0,October
1118,V1118,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1119,V1119,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1120,V1120,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1121,V1121,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1122,V1122,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1123,V1123,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1124,V1124,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1125,V1125,2016,2016-10-31,4257646,NO REGISTRA,119,Acacia,0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1126,V1126,2016,2016-10-31,4257646,NO REGISTRA,32,"Aliso, fresno, chaquiro",0.2,8.0,0.0,0.0,0,4.3,4.3,P1,PRIVADO,9,FONTIBON,AEROPUERTO EL DORADO,-74.150681468,4.694498829,10.0,October
1127,V1127,2016,2016-10-31,4258216,NO REGISTRA,118,Acacia morada,0.24,6.0,0.0,0.0,0,5.9,3.9,U10,PUBLICO,10,ENGATIVA,PORTAL DE LOS ALAMOS,-74.121404693,4.695135511,10.0,October
1128,V1128,2016,2016-10-31,4258268,NO REGISTRA,42,Eugenia,0.18,5.0,0.0,0.0,0,11.0,3.8,L2,PUBLICO,10,ENGATIVA,VILLA LUZ,-74.109296213,4.681752297,10.0,October
1129,V1129,2016,2016-10-31,4258324,NO REGISTRA,44,Guayacan de manizales,0.2,6.0,0.0,0.0,0,7.1,4.5,U13,PUBLICO,9,FONTIBON,VERACRUZ,-74.134409402,4.683344436,10.0,October
1130,V1130,2016,2016-10-31,4258003,NO REGISTRA,25,Acacia japonesa,0.35,8.0,0.0,0.0,0,3.5,3.1,U14,PRIVADO,16,PUENTE ARANDA,SUPERGAS,-74.105583772,4.635884431,10.0,October
1131,V1131,2016,2016-11-01,4260177,NO REGISTRA,89,Higuerillo,0.1,4.0,0.0,0.0,0,16.0,6.0,U14,PUBLICO,10,ENGATIVA,ALEJANDRIA,-74.081544909,4.689862859,11.0,November
1132,V1132,2016,2016-11-01,4260257,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.3,8.0,0.0,0.0,0,9.0,5.3,U14,PUBLICO,9,FONTIBON,FACCINI,-74.13018094,4.68833123,11.0,November
1133,V1133,2016,2016-11-03,4262975,09013601000313,118,Acacia morada,0.25,6.0,2.8,3.0631598,1,1.9,4.1,U13,PUBLICO,9,FONTIBON,INDUSTRIAS EL DORADO,-74.129814416,4.683178654,11.0,November
1134,V1134,2016,2016-11-04,4267487,NO REGISTRA,25,Acacia japonesa,0.6,15.0,0.0,0.0,0,0.2,3.7,U4,PUBLICO,1,USAQUEN,RINCON DEL CHICO,-74.044956148,4.683433922,11.0,November
1135,V1135,2016,2016-11-04,4269763,NO REGISTRA,118,Acacia morada,0.1,4.0,0.0,0.0,0,0.3,2.6,P1,PUBLICO,1,USAQUEN,URBANIZACION SALAZAR,-74.028053358,4.723718006,11.0,November
1136,V1136,2016,2016-11-05,4269762,NO REGISTRA,26,"Acacia negra, gris",0.2,7.0,0.0,0.0,0,0.0,2.8,U4,PUBLICO,9,FONTIBON,PUERTA DE TEJA,-74.124890862,4.684542858,11.0,November
1137,V1137,2016,2016-11-05,4271949,NO REGISTRA,118,Acacia morada,0.1,5.0,0.0,0.0,0,0.0,4.9,U13,PUBLICO,11,SUBA,VILLANOVA II,-74.051608923,4.767372568,11.0,November
1138,V1138,2016,2016-11-06,4271950,NO REGISTRA,190,Caballero de la noche,0.09,3.0,0.0,0.0,0,0.5,2.5,U13,PUBLICO,11,SUBA,URBANIZACION POTOSI I SECTOR,-74.082001696,4.696827572,11.0,November
1139,V1139,2016,2016-11-08,4275927,NO REGISTRA,336,Cerezo,0.25,6.0,0.0,0.0,0,0.0,2.9,U3,PUBLICO,11,SUBA,URBANIZACION LA ALBORADA,-74.077532352,4.692581074,11.0,November
1140,V1140,2016,2016-11-09,4278158,NO REGISTRA,26,"Acacia negra, gris",0.6,15.0,0.0,0.0,0,0.0,5.1,H4,PUBLICO,1,USAQUEN,INSTITUTO PEDAGOGICO NACIONAL,-74.03498651,4.704031129,11.0,November
1141,V1141,2016,2016-11-09,4279026,NO REGISTRA,25,Acacia japonesa,0.2,7.0,0.0,0.0,0,0.0,4.2,L3,PUBLICO,11,SUBA,ICATA,-74.063890898,4.707525033,11.0,November
1142,V1142,2016,2016-11-09,4279587,NO REGISTRA,336,Cerezo,0.1,4.0,0.0,0.0,0,0.1,4.2,U14,PUBLICO,5,USME,LA MARICHUELA,-74.119257293,4.507526215,11.0,November
1143,V1143,2016,2016-11-10,4282294,NO REGISTRA,26,"Acacia negra, gris",0.45,9.0,0.0,0.0,0,5.0,4.3,L3,PUBLICO,1,USAQUEN,CONJUNTO RESIDENCIAL RECODO DEL COUNTRY,-74.033710731,4.707884951,11.0,November
1144,V1144,2016,2016-11-10,4282350,NO REGISTRA,26,"Acacia negra, gris",0.54,15.0,0.0,0.0,0,19.5,2.6,L3,PUBLICO,11,SUBA,URBANIZACION  COMPARTIR,-74.10437545,4.760960389,11.0,November
1145,V1145,2016,2016-11-10,4282350,NO REGISTRA,26,"Acacia negra, gris",0.54,15.0,0.0,0.0,0,19.5,2.6,L3,PUBLICO,11,SUBA,URBANIZACION  COMPARTIR,-74.10437545,4.760960389,11.0,November
1146,V1146,2016,2016-11-11,4284214,NO REGISTRA,265,Pajarito,0.36,5.0,0.0,0.0,0,11.4,3.5,U13,PUBLICO,14,LOS MARTIRES,SANTA ISABLE - VERAGUAS - ESTANZUELA III,-74.095105276,4.600618681,11.0,November
1147,V1147,2016,2016-11-11,4284528,NO REGISTRA,25,Acacia japonesa,0.73,12.0,0.0,0.0,0,17.4,3.6,H4,PUBLICO,4,SAN CRISTOBAL,EL PINAR  (REPUBLICA DEL CANADA II SECTOR),-74.08978838,4.535997483,11.0,November
1148,V1148,2016,2016-11-11,4284660,NO REGISTRA,92,Holly liso,0.0,6.0,0.0,0.0,0,13.7,3.9,L3,PUBLICO,11,SUBA,CIUDAD DE HUNZA,-74.086092567,4.72013822,11.0,November
1149,V1149,2016,2016-11-11,NO REGISTRA,NO REGISTRA,94,Sauco,0.32,5.0,0.0,0.0,0,9.3,3.7,U9,PUBLICO,11,SUBA,URBANIZACION COLPATRIA SANTA HELENA,-74.050845953,4.727160848,11.0,November
1150,V1150,2016,2016-11-13,4289298,NO REGISTRA,25,Acacia japonesa,0.4,7.0,0.0,0.0,0,4.5,4.3,P1,PRIVADO,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.079334917,4.716804719,11.0,November
1151,V1151,2016,2016-11-13,4289374,NO REGISTRA,40,Durazno comun,0.34,6.0,0.0,0.0,0,0.0,3.5,U11,PRIVADO,13,TEUSAQUILLO,CENTRO ADMINISTRATIVO - CAN,-74.096924358,4.647124989,11.0,November
1152,V1152,2016,2016-11-14,4289489,NO REGISTRA,13,Eucalipto comun,0.6,25.0,0.0,0.0,0,2.5,2.2,U14,PUBLICO,1,USAQUEN,URBANIZACION BELLA SUIZA,-74.030357161,4.705592924,11.0,November
